ID_inmersion,Profundidad_maxima_m,Tiempo_fondo_min,Temperatura_agua_C,Consumo_aire_bar,Ritmo_cardiaco_bpm,Nivel_experiencia,Condiciones_mar,Tipo_gas,Paradas_seguridad,Ascenso_controlado,Inmersion_segura
287,20.8,23.1,13.3,25.5,74.2,Intermedio,Calmado,Nitrox,Sí,No,No
288,24.7,87.2,13.9,177.3,89.9,Avanzado,Agitado,Aire,No,Sí,No
289,13.7,61.5,11.5,74.9,89.6,Principiante,Moderado,Aire,Sí,No,No
290,35.9,88.4,25.1,238.8,69.5,Avanzado,Calmado,Nitrox,Sí,Sí,No
291,24.1,74.0,20.0,129.2,70.2,Intermedio,Calmado,Aire,No,Sí,Sí
292,18.0,79.4,24.6,77.3,78.6,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
293,10.8,47.8,28.4,85.2,80.9,Principiante,Agitado,Aire,Sí,Sí,Sí
294,53.0,60.4,17.1,199.0,65.0,Avanzado,Moderado,Trimix,Sí,Sí,No
295,8.8,84.3,12.0,67.1,74.4,Principiante,Calmado,Aire,Sí,Sí,Sí
296,43.5,60.7,18.7,196.7,70.3,Avanzado,Calmado,Trimix,Sí,Sí,No
297,50.7,49.4,25.6,111.0,70.0,Avanzado,Calmado,Trimix,Sí,Sí,Sí
298,16.2,25.0,11.4,35.2,90.1,Intermedio,Agitado,Aire,Sí,Sí,Sí
299,29.3,65.8,13.0,122.7,80.8,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
300,20.3,20.0,18.3,59.6,71.1,Principiante,Calmado,Aire,Sí,Sí,Sí
301,10.0,71.1,29.3,100.1,83.3,Intermedio,Calmado,Aire,Sí,Sí,Sí
302,27.8,77.2,13.6,215.0,88.0,Intermedio,Calmado,Aire,No,Sí,No
303,26.5,25.5,20.9,67.4,73.3,Intermedio,Moderado,Aire,Sí,No,No
304,10.3,62.1,15.9,58.2,85.2,Principiante,Moderado,Aire,Sí,Sí,Sí
305,34.8,68.8,24.3,209.8,88.4,Intermedio,Calmado,Aire,Sí,No,No
306,21.1,33.7,16.9,95.8,89.6,Principiante,Calmado,Aire,Sí,Sí,Sí
307,24.9,46.6,13.3,85.5,84.7,Intermedio,Moderado,Aire,Sí,Sí,Sí
308,19.1,87.9,18.8,227.7,84.1,Principiante,Calmado,Aire,Sí,No,No
309,15.1,70.3,27.3,129.1,86.0,Principiante,Calmado,Aire,Sí,Sí,Sí
310,24.3,40.3,27.4,53.9,75.9,Avanzado,Moderado,Aire,Sí,Sí,Sí
311,15.5,67.2,11.0,70.9,65.8,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
312,22.1,24.8,25.7,53.8,78.7,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
313,29.3,67.0,22.6,186.6,78.4,Intermedio,Calmado,Aire,Sí,Sí,No
314,13.6,88.6,11.4,205.4,73.6,Principiante,Calmado,Aire,Sí,Sí,No
315,27.7,44.3,18.0,81.6,64.1,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
316,28.1,25.4,11.5,36.7,85.9,Intermedio,Agitado,Nitrox,Sí,Sí,Sí
317,10.4,87.6,15.0,114.1,84.1,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
318,38.4,27.4,13.1,102.8,94.7,Intermedio,Agitado,Aire,Sí,Sí,Sí
319,27.2,21.1,21.7,54.2,69.0,Avanzado,Calmado,Aire,Sí,Sí,Sí
320,18.4,88.4,12.0,114.4,78.7,Principiante,Calmado,Aire,Sí,No,No
321,20.9,70.6,10.2,142.3,82.3,Intermedio,Calmado,Aire,Sí,Sí,Sí
322,9.0,81.4,24.8,81.8,75.0,Principiante,Calmado,Aire,Sí,Sí,Sí
323,14.2,71.3,22.1,167.5,71.6,Principiante,Moderado,Aire,Sí,Sí,No
324,36.8,34.0,22.3,80.3,74.8,Avanzado,Moderado,Aire,Sí,Sí,Sí
325,31.1,38.8,17.4,98.5,73.3,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
326,19.1,49.9,18.9,63.7,88.7,Principiante,Moderado,Aire,Sí,Sí,Sí
327,17.5,55.2,11.1,58.6,88.5,Intermedio,Calmado,Aire,Sí,Sí,Sí
328,14.0,31.2,11.4,58.0,83.3,Intermedio,Calmado,Aire,Sí,Sí,Sí
329,10.8,41.7,15.0,53.3,80.7,Principiante,Calmado,Aire,Sí,Sí,Sí
330,42.4,86.7,16.5,310.4,70.1,Avanzado,Calmado,Trimix,Sí,Sí,No
331,22.6,33.6,27.2,83.5,86.8,Intermedio,Moderado,Aire,Sí,Sí,Sí
332,26.8,32.5,23.9,49.8,72.4,Intermedio,Calmado,Aire,Sí,Sí,Sí
333,19.8,25.8,10.4,29.7,77.8,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
334,15.4,62.5,14.9,85.8,77.8,Principiante,Calmado,Aire,Sí,No,No
335,20.4,50.0,20.8,63.7,84.0,Intermedio,Moderado,Aire,Sí,Sí,Sí
336,31.0,28.1,22.1,39.6,66.7,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
337,16.1,55.5,18.4,53.3,85.9,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
338,16.3,20.7,24.5,40.5,86.7,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
339,23.5,32.8,27.1,40.8,79.3,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
340,17.0,81.4,17.8,68.5,79.4,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
341,23.0,89.8,21.2,150.7,74.4,Intermedio,Calmado,Nitrox,Sí,Sí,No
342,28.1,66.0,24.2,167.0,74.4,Intermedio,Calmado,Aire,Sí,Sí,No
343,31.5,24.7,25.3,61.8,75.6,Avanzado,Calmado,Aire,Sí,Sí,Sí
344,18.4,63.4,24.8,168.2,73.9,Principiante,Calmado,Aire,Sí,No,No
345,34.6,82.2,21.6,177.7,63.1,Avanzado,Moderado,Nitrox,Sí,Sí,No
346,11.3,36.9,14.3,55.4,88.2,Principiante,Calmado,Aire,Sí,Sí,Sí
347,30.5,66.2,25.9,124.8,83.8,Intermedio,Calmado,Aire,No,Sí,No
348,14.8,68.6,14.4,113.0,75.3,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
349,17.7,68.9,17.4,75.1,60.6,Avanzado,Calmado,Nitrox,Sí,No,No
350,16.1,22.7,23.3,55.3,88.0,Principiante,Calmado,Aire,Sí,No,No
351,48.8,37.4,21.5,155.7,61.9,Avanzado,Calmado,Trimix,Sí,Sí,No
352,54.9,36.9,10.8,70.1,62.6,Avanzado,Calmado,Trimix,Sí,Sí,Sí
353,26.4,36.2,10.3,94.1,82.5,Intermedio,Moderado,Aire,Sí,Sí,Sí
354,25.6,80.5,21.7,204.0,89.8,Intermedio,Calmado,Aire,Sí,Sí,No
355,24.9,85.0,28.6,130.3,80.6,Intermedio,Calmado,Aire,No,No,No
356,31.5,61.5,11.1,171.5,83.5,Intermedio,Calmado,Aire,Sí,No,No
357,15.0,68.4,23.9,84.4,75.5,Principiante,Moderado,Aire,Sí,Sí,Sí
358,19.1,51.9,23.4,62.1,73.4,Principiante,Moderado,Aire,Sí,Sí,Sí
359,34.1,87.3,20.7,157.9,78.0,Intermedio,Calmado,Aire,Sí,Sí,No
360,32.8,44.8,11.0,61.2,68.5,Avanzado,Calmado,Nitrox,Sí,No,No
361,21.3,80.4,27.7,101.9,74.7,Avanzado,Calmado,Aire,Sí,No,No
362,22.9,63.6,29.5,91.5,86.9,Principiante,Calmado,Aire,Sí,Sí,Sí
363,49.1,85.7,11.7,188.9,61.4,Avanzado,Calmado,Trimix,Sí,Sí,No
364,7.0,31.7,12.9,52.8,95.2,Principiante,Agitado,Aire,Sí,Sí,Sí
365,24.0,36.3,12.6,70.3,67.1,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
366,25.3,80.5,13.1,117.0,69.7,Avanzado,Calmado,Aire,Sí,Sí,Sí
367,16.6,55.4,12.9,102.1,75.5,Principiante,Moderado,Aire,Sí,Sí,Sí
368,11.7,49.3,19.2,71.3,81.5,Intermedio,Moderado,Aire,Sí,No,No
369,31.0,89.3,27.8,211.6,73.9,Intermedio,Calmado,Aire,Sí,Sí,No
370,20.8,80.2,18.1,176.5,79.1,Intermedio,Calmado,Aire,Sí,Sí,No
371,32.0,60.6,19.8,131.9,64.6,Avanzado,Moderado,Nitrox,Sí,Sí,Sí
372,16.4,33.0,15.6,78.0,73.7,Principiante,Calmado,Aire,Sí,No,No
373,19.3,46.2,26.0,70.4,61.7,Avanzado,Calmado,Aire,Sí,Sí,Sí
374,18.5,35.4,14.4,56.3,75.0,Principiante,Moderado,Aire,Sí,No,No
375,37.5,30.6,19.2,71.2,61.9,Avanzado,Calmado,Aire,No,Sí,No
376,9.2,36.7,28.2,60.3,79.3,Principiante,Calmado,Aire,Sí,Sí,Sí
377,35.0,73.9,18.0,115.9,73.4,Intermedio,Moderado,Aire,Sí,Sí,Sí
378,32.8,55.7,20.0,145.2,70.7,Intermedio,Calmado,Aire,Sí,Sí,Sí
379,5.5,51.4,14.7,37.2,84.5,Principiante,Calmado,Aire,Sí,Sí,Sí
380,12.6,76.1,17.8,148.5,72.5,Principiante,Moderado,Aire,Sí,Sí,Sí
381,21.6,24.6,10.4,56.0,80.5,Intermedio,Moderado,Aire,Sí,Sí,Sí
382,24.2,66.8,28.7,184.4,82.2,Principiante,Calmado,Aire,Sí,Sí,No
383,44.6,39.4,15.6,126.4,70.2,Avanzado,Agitado,Trimix,Sí,Sí,Sí
384,25.2,25.5,18.9,57.3,66.9,Avanzado,Calmado,Aire,No,Sí,Sí
385,11.9,26.5,13.3,47.4,73.0,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
386,14.4,66.3,25.0,152.5,81.6,Principiante,Moderado,Aire,Sí,Sí,No
387,5.1,34.9,23.3,49.0,78.0,Principiante,Calmado,Aire,Sí,No,No
388,16.8,33.3,13.7,66.8,78.6,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
389,22.3,41.0,21.9,51.9,73.3,Intermedio,Calmado,Aire,Sí,No,No
390,29.8,85.2,26.4,265.4,83.1,Intermedio,Calmado,Aire,Sí,Sí,No
391,21.5,76.1,12.1,113.0,79.3,Principiante,Calmado,Aire,No,Sí,Sí
392,16.9,71.7,10.6,89.1,80.6,Principiante,Moderado,Aire,Sí,Sí,Sí
393,23.8,77.3,29.7,172.1,89.4,Principiante,Calmado,Aire,Sí,Sí,No
394,18.8,52.1,14.5,112.0,75.1,Principiante,Moderado,Aire,Sí,Sí,Sí
395,25.5,45.4,26.1,51.5,64.2,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
396,26.4,76.6,26.5,114.9,69.2,Avanzado,Calmado,Aire,No,Sí,Sí
397,30.9,22.3,19.5,51.3,63.2,Avanzado,Calmado,Nitrox,No,Sí,No
398,27.5,28.1,22.3,33.3,83.2,Avanzado,Agitado,Aire,Sí,Sí,Sí
399,34.4,62.8,17.5,142.4,72.1,Intermedio,Calmado,Aire,Sí,Sí,Sí
400,19.9,32.7,13.1,53.1,70.8,Intermedio,Moderado,Nitrox,Sí,No,No
401,22.6,71.2,29.2,185.8,87.7,Intermedio,Calmado,Aire,No,Sí,No
402,28.8,57.2,23.5,165.5,84.6,Intermedio,Calmado,Aire,Sí,Sí,No
403,22.9,46.5,28.3,88.0,86.9,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
404,11.0,39.0,10.1,43.5,99.3,Intermedio,Agitado,Aire,Sí,Sí,Sí
405,38.4,48.0,25.7,80.4,89.8,Intermedio,Calmado,Aire,Sí,Sí,Sí
406,33.5,32.7,22.5,86.3,76.1,Intermedio,Calmado,Aire,Sí,Sí,Sí
407,13.4,73.0,28.0,78.6,77.9,Principiante,Calmado,Aire,Sí,Sí,Sí
408,15.8,21.7,26.7,25.1,82.7,Intermedio,Agitado,Aire,Sí,No,No
409,11.0,60.2,17.9,42.9,81.7,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
410,16.8,47.8,29.5,105.8,75.5,Principiante,Calmado,Aire,Sí,No,No
411,11.3,49.8,26.6,47.3,74.5,Intermedio,Moderado,Aire,Sí,No,No
412,14.0,43.6,27.4,89.1,74.2,Principiante,Calmado,Aire,Sí,Sí,Sí
413,19.9,57.1,13.2,121.8,86.1,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
414,12.2,48.6,23.6,68.5,70.7,Principiante,Calmado,Aire,Sí,Sí,Sí
415,32.2,82.7,15.9,158.3,78.2,Intermedio,Calmado,Aire,Sí,Sí,No
416,21.9,30.9,24.8,46.2,83.4,Intermedio,Calmado,Aire,Sí,No,No
417,24.8,88.4,25.9,282.9,81.6,Principiante,Moderado,Aire,Sí,Sí,No
418,20.7,43.1,21.3,105.9,74.0,Intermedio,Moderado,Aire,Sí,Sí,Sí
419,10.5,77.3,10.8,76.1,89.8,Intermedio,Moderado,Aire,Sí,Sí,Sí
420,22.3,27.2,12.5,79.8,93.5,Principiante,Agitado,Aire,Sí,Sí,Sí
421,27.1,60.3,18.6,99.9,85.4,Intermedio,Calmado,Aire,Sí,Sí,Sí
422,16.6,24.2,12.6,22.9,87.0,Intermedio,Moderado,Aire,Sí,Sí,Sí
423,20.0,52.6,10.3,54.8,75.2,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
424,17.4,66.5,29.3,113.3,87.8,Intermedio,Calmado,Aire,Sí,Sí,Sí
425,6.8,62.1,16.8,50.7,88.1,Principiante,Agitado,Aire,Sí,Sí,Sí
426,32.5,75.5,23.5,154.4,88.9,Intermedio,Moderado,Aire,Sí,Sí,No
427,18.2,64.4,21.9,107.9,84.6,Principiante,Calmado,Aire,Sí,Sí,Sí
428,12.4,78.2,28.4,93.6,72.1,Intermedio,Moderado,Aire,Sí,Sí,Sí
429,5.0,69.8,17.1,75.8,70.3,Principiante,Calmado,Aire,Sí,No,No
430,12.1,58.4,17.6,58.5,77.8,Intermedio,Moderado,Aire,Sí,Sí,Sí
431,8.5,89.1,18.9,164.4,87.5,Principiante,Calmado,Aire,Sí,Sí,No
432,20.1,67.1,23.6,131.2,72.7,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
433,32.6,81.1,20.0,147.4,82.4,Intermedio,Moderado,Aire,Sí,Sí,Sí
434,31.2,33.7,12.5,79.5,82.2,Intermedio,Agitado,Aire,Sí,Sí,Sí
435,6.1,27.4,21.7,34.5,74.7,Principiante,Calmado,Aire,Sí,Sí,Sí
436,16.3,41.5,22.3,68.2,86.2,Intermedio,Moderado,Aire,Sí,Sí,Sí
437,14.7,69.1,21.1,58.7,88.2,Intermedio,Calmado,Aire,Sí,Sí,Sí
438,24.9,67.3,17.9,107.7,69.1,Avanzado,Moderado,Aire,No,Sí,Sí
439,16.7,87.9,17.6,165.1,76.8,Principiante,Calmado,Aire,Sí,Sí,No
440,25.6,48.0,12.3,76.5,68.3,Avanzado,Moderado,Aire,Sí,Sí,Sí
441,30.3,85.8,23.0,197.8,83.0,Intermedio,Agitado,Aire,Sí,Sí,No
442,13.2,47.4,13.3,39.9,74.2,Intermedio,Moderado,Aire,Sí,Sí,Sí
443,25.4,76.2,20.8,180.5,71.3,Avanzado,Calmado,Nitrox,Sí,Sí,No
444,8.0,50.3,21.9,77.2,88.8,Principiante,Calmado,Aire,Sí,Sí,Sí
445,14.5,64.1,26.6,151.5,75.5,Principiante,Moderado,Aire,Sí,No,No
446,36.7,22.8,18.1,72.5,71.6,Avanzado,Calmado,Aire,Sí,Sí,Sí
447,15.9,88.8,11.7,78.1,65.6,Avanzado,Moderado,Aire,Sí,Sí,Sí
448,25.0,83.2,17.7,104.1,78.9,Intermedio,Calmado,Aire,Sí,Sí,Sí
449,30.0,58.8,26.5,148.8,85.7,Intermedio,Moderado,Nitrox,Sí,No,No
450,15.5,63.8,21.4,103.4,71.2,Intermedio,Calmado,Aire,Sí,Sí,Sí
451,18.3,25.6,18.8,37.8,73.7,Principiante,Calmado,Aire,Sí,Sí,Sí
452,22.1,46.8,26.8,54.7,80.1,Intermedio,Calmado,Aire,Sí,Sí,Sí
453,26.7,87.2,11.0,136.3,70.9,Intermedio,Calmado,Aire,Sí,Sí,Sí
454,23.9,79.0,15.9,127.5,73.4,Principiante,Calmado,Aire,Sí,Sí,Sí
455,12.2,89.3,23.7,124.8,82.9,Principiante,Agitado,Aire,Sí,Sí,Sí
456,18.4,64.9,18.2,76.4,78.3,Principiante,Calmado,Aire,Sí,Sí,Sí
457,24.1,62.0,24.6,114.6,77.9,Principiante,Calmado,Aire,Sí,Sí,Sí
458,31.4,53.3,28.4,95.3,65.6,Avanzado,Calmado,Nitrox,Sí,No,No
459,22.5,78.1,14.5,250.5,78.2,Principiante,Calmado,Aire,Sí,Sí,No
460,22.6,60.5,26.7,71.6,87.3,Intermedio,Moderado,Aire,Sí,Sí,Sí
461,20.1,56.4,29.9,90.2,83.5,Intermedio,Calmado,Aire,Sí,Sí,Sí
462,51.3,89.4,14.2,268.0,73.4,Avanzado,Calmado,Trimix,Sí,Sí,No
463,14.0,53.0,21.1,89.6,74.2,Intermedio,Calmado,Aire,Sí,Sí,Sí
464,22.8,68.6,21.3,122.1,74.7,Avanzado,Moderado,Aire,Sí,Sí,Sí
465,13.4,62.0,20.3,101.2,70.1,Principiante,Calmado,Aire,Sí,Sí,Sí
466,16.7,85.9,13.5,177.8,71.8,Principiante,Calmado,Aire,Sí,Sí,No
467,15.9,21.6,27.2,35.3,87.8,Intermedio,Calmado,Aire,Sí,Sí,Sí
468,37.9,32.7,15.4,64.8,64.9,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
469,12.0,26.1,13.4,27.3,74.3,Intermedio,Calmado,Aire,Sí,Sí,Sí
470,18.0,66.8,26.0,92.1,80.4,Principiante,Agitado,Aire,Sí,Sí,Sí
471,27.0,85.2,29.9,243.7,75.7,Intermedio,Moderado,Nitrox,Sí,Sí,No
472,21.6,29.7,27.2,36.1,73.5,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
473,15.2,88.4,22.9,161.3,86.1,Intermedio,Agitado,Nitrox,Sí,Sí,No
474,18.9,67.0,24.6,96.4,64.1,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
475,17.0,48.4,15.4,103.0,85.7,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
476,22.3,86.9,17.5,137.5,61.2,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
477,36.3,41.2,27.2,77.6,85.3,Intermedio,Moderado,Aire,Sí,No,No
478,22.5,65.2,20.2,155.6,76.2,Intermedio,Calmado,Aire,Sí,Sí,No
479,34.9,72.6,26.2,211.3,76.3,Avanzado,Agitado,Nitrox,Sí,Sí,No
480,22.6,81.1,13.4,128.3,74.3,Avanzado,Calmado,Aire,Sí,Sí,Sí
481,21.7,58.4,13.8,141.2,80.2,Principiante,Moderado,Aire,Sí,Sí,Sí
482,18.2,78.7,23.4,145.8,67.3,Avanzado,Moderado,Aire,Sí,Sí,Sí
483,11.4,87.3,23.6,85.5,75.4,Intermedio,Moderado,Nitrox,No,Sí,Sí
484,19.2,20.8,20.9,26.4,77.4,Avanzado,Agitado,Aire,Sí,Sí,Sí
485,25.2,55.5,12.8,72.3,85.0,Intermedio,Agitado,Aire,Sí,Sí,Sí
486,29.6,33.7,26.4,75.0,78.4,Intermedio,Moderado,Nitrox,Sí,Sí,Sí
487,24.9,89.7,18.7,112.9,86.9,Intermedio,Agitado,Aire,Sí,Sí,Sí
488,5.0,84.1,26.9,59.6,73.4,Principiante,Moderado,Aire,Sí,Sí,Sí
489,18.6,55.9,17.0,94.1,72.4,Avanzado,Calmado,Aire,Sí,Sí,Sí
490,16.6,33.3,10.8,37.9,76.0,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
491,36.0,20.7,25.6,54.7,89.8,Intermedio,Calmado,Aire,No,Sí,No
492,15.8,89.4,27.2,140.1,84.1,Principiante,Calmado,Aire,Sí,Sí,Sí
493,21.4,43.6,26.6,74.6,76.2,Principiante,Calmado,Aire,Sí,Sí,Sí
494,16.1,40.4,18.3,99.5,87.5,Principiante,Calmado,Aire,Sí,Sí,Sí
495,24.1,24.2,16.0,41.1,76.4,Principiante,Calmado,Aire,Sí,Sí,Sí
496,11.8,83.7,13.8,67.9,80.9,Intermedio,Moderado,Nitrox,No,Sí,Sí
497,40.6,20.9,20.2,70.8,78.7,Avanzado,Moderado,Trimix,Sí,No,No
498,10.7,40.2,17.5,41.3,80.9,Principiante,Calmado,Aire,Sí,Sí,Sí
499,29.9,71.8,22.9,108.0,80.9,Intermedio,Calmado,Aire,Sí,Sí,Sí
500,10.5,86.9,29.1,90.4,70.9,Principiante,Calmado,Aire,Sí,No,No
501,200.0,48.19593088039337,4.318275869365389,140.0859089862294,124.32730874436183,Intermedio,Calmado,Aire,No,Sí,No
502,80.0,62.22494563179933,7.888357232634231,189.3193940822681,84.78308203941054,Intermedio,Moderado,Trimix,Sí,Sí,Sí
503,100.0,49.59907450776245,18.70019847943522,202.14407280098663,83.80218482374549,Avanzado,Agitado,Trimix,Sí,Sí,No
504,200.0,79.67214022725531,15.638146820952896,124.11834952792717,154.62072574818387,Principiante,Calmado,Nitrox,No,No,No
505,60.0,46.29257494918451,4.35089127717959,187.03854583544123,145.9035534203681,Avanzado,Calmado,Trimix,Sí,Sí,Sí
506,100.0,87.91510982344619,23.13126201199717,215.1549974355327,160.21305581275874,Avanzado,Calmado,Nitrox,No,No,No
507,100.0,57.435909696823714,20.171946653853993,132.42199667280593,90.5367533952806,Intermedio,Calmado,Nitrox,No,Sí,No
508,200.0,80.52138450071888,2.529519910115663,209.62213026850384,83.55708670355483,Intermedio,Agitado,Trimix,No,Sí,No
509,50.0,41.66280203969238,16.98144585272966,179.4776637376936,130.85792894475784,Intermedio,Moderado,Aire,Sí,Sí,No
510,60.0,54.681234303400714,19.738673375953972,181.6604581862474,118.75952314827695,Intermedio,Calmado,Trimix,Sí,Sí,Sí
511,200.0,71.97073264603162,10.612013503569706,181.29441748656058,126.19469366709558,Intermedio,Moderado,Aire,Sí,Sí,No
512,60.0,38.30118554506808,3.585195405446032,149.8835886337314,179.1588408870274,Principiante,Calmado,Nitrox,No,Sí,No
513,60.0,37.96472533457819,3.778384506242107,213.52018152994597,177.07499576706704,Intermedio,Agitado,Aire,Sí,Sí,No
514,100.0,88.17221202684954,4.397680219191619,214.73504626310387,174.2315389673193,Avanzado,Agitado,Trimix,No,Sí,No
515,80.0,72.87570625079712,21.330111535549726,182.53046602139477,158.38426767676737,Intermedio,Calmado,Nitrox,Sí,Sí,Sí
516,60.0,32.464051006072545,22.9457825598814,198.34227259416147,115.48413602568904,Avanzado,Agitado,Trimix,Sí,No,No
517,150.0,53.92925408668767,4.824647982451877,181.2257985881158,121.21309302627716,Intermedio,Moderado,Aire,Sí,Sí,No
518,100.0,56.01124425484453,7.425838795686867,168.43984475740405,134.96160437189246,Avanzado,Calmado,Aire,Sí,Sí,No
519,50.0,74.64255857994692,5.806971738447665,186.08201182992508,163.05344564048397,Intermedio,Calmado,Aire,Sí,Sí,No
520,80.0,45.05163164079967,6.285380228364776,175.30014525919586,86.87128325182678,Principiante,Moderado,Aire,Sí,Sí,No
521,150.0,41.0600204598822,21.26228814705732,179.747586263193,122.42968858848882,Avanzado,Moderado,Trimix,No,Sí,No
522,150.0,34.85237799703186,9.639367491063595,198.38325534188618,88.26176634592687,Principiante,Agitado,Aire,Sí,No,No
523,50.0,55.69886849640646,9.163218073049748,168.09038314489848,131.46575865735116,Intermedio,Moderado,Trimix,Sí,Sí,Sí
524,80.0,71.30999404592198,7.23009928017359,124.07541060924727,169.89008240062356,Avanzado,Agitado,Trimix,Sí,Sí,No
525,100.0,33.491615730506616,15.98157105726795,136.39994809894972,158.2484924563938,Principiante,Moderado,Aire,No,Sí,No
526,40.0,84.91282365758883,10.724031062867624,163.86072164895384,102.784241754311,Intermedio,Agitado,Nitrox,No,Sí,No
527,80.0,56.541133783866265,19.117741992395644,192.48265598740585,177.59908495987924,Avanzado,Moderado,Aire,Sí,Sí,No
528,50.0,44.3872415494442,6.728335592639662,179.32786483101788,146.73503980464284,Avanzado,Calmado,Aire,No,Sí,No
529,150.0,35.63239740487751,20.119167440433326,185.0294185873454,81.04276993974031,Avanzado,Moderado,Aire,No,No,No
530,100.0,40.971959826438436,15.885595229793196,167.92789285762873,105.54134846852196,Intermedio,Agitado,Nitrox,Sí,Sí,No
531,80.0,86.07683984038258,4.628147901280818,181.57420219422428,106.07132999199166,Avanzado,Calmado,Nitrox,Sí,No,No
532,40.0,68.29623563060102,11.533605436683438,152.90174378146622,86.925430628586,Intermedio,Agitado,Nitrox,Sí,Sí,Sí
533,40.0,61.001775445594,21.86091723409801,167.01825926966652,175.9826518075929,Avanzado,Calmado,Nitrox,Sí,Sí,Sí
534,60.0,69.42667971001,23.22808533136515,194.42790655949557,127.82552945759238,Avanzado,Moderado,Aire,No,Sí,No
535,60.0,56.14037392067346,12.711102813332703,207.1832778973121,169.5814597371882,Avanzado,Agitado,Nitrox,Sí,Sí,No
536,200.0,73.8023589937091,13.059250496048692,163.3655333956389,112.22155034446283,Avanzado,Calmado,Trimix,No,No,No
537,50.0,32.86296766149893,23.124458673603925,124.36616577073612,92.52335704328272,Principiante,Calmado,Aire,Sí,Sí,No
538,80.0,63.962232629644575,15.502569155141046,136.16725441468026,127.43361099062139,Avanzado,Moderado,Aire,Sí,Sí,No
539,80.0,39.51878685854946,2.755473415599082,122.08611392915381,91.39566347143172,Avanzado,Agitado,Trimix,Sí,Sí,No
540,200.0,37.20987886833853,22.993237646219963,185.326301923733,128.601550297754,Principiante,Calmado,Aire,Sí,Sí,No
541,150.0,50.512780002984094,7.709208183414494,153.2314625355109,172.0297181219408,Avanzado,Agitado,Nitrox,No,Sí,No
542,150.0,35.50794394880651,15.285534944105587,174.24786357193676,132.07681418342128,Intermedio,Calmado,Aire,No,Sí,No
543,200.0,35.64941929611361,5.806806300843398,169.32768467837997,141.64997268950833,Avanzado,Agitado,Aire,Sí,Sí,No
544,150.0,48.684798563477656,2.779220685671685,128.15264895524268,95.66384369738083,Avanzado,Agitado,Aire,Sí,Sí,No
545,60.0,88.77063171729051,9.16388293605342,160.32613611238318,84.37356258799694,Avanzado,Moderado,Aire,Sí,Sí,No
546,80.0,40.51981619336031,19.951401273560016,142.05611249223233,91.0807962179807,Principiante,Moderado,Nitrox,Sí,Sí,Sí
547,200.0,31.029666109905016,8.384504970476616,161.83997886676528,139.85315756843656,Intermedio,Moderado,Nitrox,Sí,Sí,No
548,80.0,75.80186538023466,7.062235923865233,140.35782803422427,89.50116989923046,Intermedio,Moderado,Trimix,Sí,No,No
549,40.0,78.41477862304677,6.891658039848204,204.04524062769335,117.59928899413114,Avanzado,Calmado,Trimix,Sí,Sí,No
550,60.0,50.77825926536405,13.84899469535669,137.41933365782538,135.0091940458156,Intermedio,Calmado,Nitrox,No,Sí,No
551,100.0,57.88042877637669,24.437450260703393,216.0780551486977,118.86527986298469,Intermedio,Calmado,Trimix,Sí,Sí,No
552,60.0,68.9864209585658,12.5567467243913,161.5907366146941,96.36838014653014,Avanzado,Moderado,Aire,Sí,Sí,No
553,200.0,32.88353545182203,14.818023484471102,204.62452920190492,107.37913075141066,Intermedio,Calmado,Nitrox,Sí,Sí,No
554,100.0,86.94874389548315,21.79453641148688,182.8764818205945,172.8317532848577,Avanzado,Moderado,Trimix,Sí,Sí,Sí
555,40.0,83.20082323788284,14.306603535474148,193.53502986657526,147.59822755863553,Avanzado,Agitado,Aire,Sí,Sí,Sí
556,200.0,45.65361740050284,6.24264604263369,196.772388806678,129.60478386798866,Avanzado,Calmado,Nitrox,No,Sí,No
