_id,inmersion_id,temperatura_agua_celsius,nivel_experiencia,condiciones_mar,tipo_gas_usado,volumen_tanque_l,tipo,fase,profundidad_actual_m,tiempo_transcurrido_min,aire_restante_bar,parada_de_seguridad,timestamp,tiempo_total_min,deco_required,deco_performed,safety_required,safety_performed,out_of_air,reserve_ok,inmersion_segura,temperatura_agua_celsius_resumen,nivel_experiencia_resumen,condiciones_mar_resumen,tipo_gas_usado_resumen,volumen_tanque_l_resumen,tipo_resumen,fase_resumen,profundidad_actual_m_resumen,tiempo_transcurrido_min_resumen,aire_restante_bar_resumen,parada_de_seguridad_resumen,timestamp_resumen,tiempo_total_min_resumen,deco_required_resumen,deco_performed_resumen,safety_required_resumen,safety_performed_resumen,out_of_air_resumen,reserve_ok_resumen,inmersion_segura_resumen
681b4f531563ed46a85f36a8,SIM_144,12.1,Principiante,Agitado,Nitrox,10.0,fase,fondo,34.0,13.0,86.2,No,2025-05-07 12:17:23.834,,,,,,,,,12.1,Principiante,Agitado,Nitrox,10.0,,,0.0,,38.5,,2025-05-07 12:17:38.238,19.0,No,No,Sí,Sí,No,Sí,Sí
681b4f551563ed46a85f36a9,SIM_144,12.1,Principiante,Agitado,Nitrox,10.0,fase,fondo,34.0,14.0,69.7,No,2025-05-07 12:17:25.891,,,,,,,,,12.1,Principiante,Agitado,Nitrox,10.0,,,0.0,,38.5,,2025-05-07 12:17:38.238,19.0,No,No,Sí,Sí,No,Sí,Sí
681b4f571563ed46a85f36aa,SIM_144,12.1,Principiante,Agitado,Nitrox,10.0,fase,fondo,34.0,15.0,53.8,No,2025-05-07 12:17:27.963,,,,,,,,,12.1,Principiante,Agitado,Nitrox,10.0,,,0.0,,38.5,,2025-05-07 12:17:38.238,19.0,No,No,Sí,Sí,No,Sí,Sí
681b4f5a1563ed46a85f36ab,SIM_144,12.1,Principiante,Agitado,Nitrox,10.0,fase,safety_stop,5.0,16.0,49.9,Sí,2025-05-07 12:17:30.034,,,,,,,,,12.1,Principiante,Agitado,Nitrox,10.0,,,0.0,,38.5,,2025-05-07 12:17:38.238,19.0,No,No,Sí,Sí,No,Sí,Sí
681b4f5c1563ed46a85f36ac,SIM_144,12.1,Principiante,Agitado,Nitrox,10.0,fase,safety_stop,5.0,17.0,45.5,Sí,2025-05-07 12:17:32.087,,,,,,,,,12.1,Principiante,Agitado,Nitrox,10.0,,,0.0,,38.5,,2025-05-07 12:17:38.238,19.0,No,No,Sí,Sí,No,Sí,Sí
681b4f5e1563ed46a85f36ad,SIM_144,12.1,Principiante,Agitado,Nitrox,10.0,fase,safety_stop,5.0,18.0,41.5,Sí,2025-05-07 12:17:34.129,,,,,,,,,12.1,Principiante,Agitado,Nitrox,10.0,,,0.0,,38.5,,2025-05-07 12:17:38.238,19.0,No,No,Sí,Sí,No,Sí,Sí
681b4f601563ed46a85f36ae,SIM_144,12.1,Principiante,Agitado,Nitrox,10.0,fase,ascenso,0.0,19.0,38.5,No,2025-05-07 12:17:36.171,,,,,,,,,12.1,Principiante,Agitado,Nitrox,10.0,,,0.0,,38.5,,2025-05-07 12:17:38.238,19.0,No,No,Sí,Sí,No,Sí,Sí
681b4f641563ed46a85f36b0,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,descenso,18.0,1.0,295.6,No,2025-05-07 12:17:40.295,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f661563ed46a85f36b1,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,descenso,29.0,2.0,290.1,No,2025-05-07 12:17:42.332,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f681563ed46a85f36b2,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,3.0,283.9,No,2025-05-07 12:17:44.383,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f6a1563ed46a85f36b3,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,4.0,277.5,No,2025-05-07 12:17:46.441,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f6c1563ed46a85f36b4,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,5.0,271.1,No,2025-05-07 12:17:48.470,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f6e1563ed46a85f36b5,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,6.0,265.3,No,2025-05-07 12:17:50.512,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f701563ed46a85f36b6,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,7.0,258.8,No,2025-05-07 12:17:52.551,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f721563ed46a85f36b7,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,8.0,252.4,No,2025-05-07 12:17:54.596,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f741563ed46a85f36b8,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,9.0,246.8,No,2025-05-07 12:17:56.636,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f761563ed46a85f36b9,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,10.0,240.8,No,2025-05-07 12:17:58.705,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f781563ed46a85f36ba,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,11.0,234.7,No,2025-05-07 12:18:00.757,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f7a1563ed46a85f36bb,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,12.0,228.8,No,2025-05-07 12:18:02.809,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f7c1563ed46a85f36bc,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,13.0,222.5,No,2025-05-07 12:18:04.877,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f7e1563ed46a85f36bd,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,14.0,216.9,No,2025-05-07 12:18:06.933,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f801563ed46a85f36be,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,15.0,210.6,No,2025-05-07 12:18:08.979,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f831563ed46a85f36bf,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,16.0,204.2,No,2025-05-07 12:18:11.031,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f851563ed46a85f36c0,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,17.0,198.0,No,2025-05-07 12:18:13.096,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f871563ed46a85f36c1,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,18.0,191.7,No,2025-05-07 12:18:15.159,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f891563ed46a85f36c2,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,19.0,185.4,No,2025-05-07 12:18:17.215,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f8b1563ed46a85f36c3,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,20.0,179.0,No,2025-05-07 12:18:19.252,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f8d1563ed46a85f36c4,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,21.0,172.9,No,2025-05-07 12:18:21.296,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f8f1563ed46a85f36c5,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,22.0,166.8,No,2025-05-07 12:18:23.337,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f911563ed46a85f36c6,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,23.0,160.6,No,2025-05-07 12:18:25.403,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f931563ed46a85f36c7,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,24.0,154.7,No,2025-05-07 12:18:27.471,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f951563ed46a85f36c8,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,25.0,149.0,No,2025-05-07 12:18:29.508,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f971563ed46a85f36c9,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,26.0,142.8,No,2025-05-07 12:18:31.547,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f991563ed46a85f36ca,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,27.0,136.7,No,2025-05-07 12:18:33.619,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f9b1563ed46a85f36cb,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,fondo,29.0,28.0,130.5,No,2025-05-07 12:18:35.658,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f9d1563ed46a85f36cc,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,safety_stop,5.0,29.0,128.6,Sí,2025-05-07 12:18:37.711,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4f9f1563ed46a85f36cd,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,safety_stop,5.0,30.0,126.9,Sí,2025-05-07 12:18:39.765,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4fa11563ed46a85f36ce,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,safety_stop,5.0,31.0,125.1,Sí,2025-05-07 12:18:41.820,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4fa31563ed46a85f36cf,SIM_145,16.4,Avanzado,Agitado,Trimix,18.0,fase,ascenso,0.0,32.0,123.9,No,2025-05-07 12:18:43.870,,,,,,,,,16.4,Avanzado,Agitado,Trimix,18.0,,,0.0,,123.9,,2025-05-07 12:18:45.906,32.0,Sí,No,Sí,Sí,No,Sí,No
681b4fa71563ed46a85f36d1,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,descenso,18.0,1.0,294.6,No,2025-05-07 12:18:47.959,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4faa1563ed46a85f36d2,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,descenso,23.0,2.0,289.1,No,2025-05-07 12:18:50.007,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fac1563ed46a85f36d3,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,3.0,281.3,No,2025-05-07 12:18:52.060,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fae1563ed46a85f36d4,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,4.0,274.0,No,2025-05-07 12:18:54.128,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fb01563ed46a85f36d5,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,5.0,267.1,No,2025-05-07 12:18:56.173,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fb21563ed46a85f36d6,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,6.0,260.2,No,2025-05-07 12:18:58.230,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fb41563ed46a85f36d7,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,7.0,253.0,No,2025-05-07 12:19:00.287,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fb61563ed46a85f36d8,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,8.0,245.9,No,2025-05-07 12:19:02.327,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fb81563ed46a85f36d9,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,9.0,238.6,No,2025-05-07 12:19:04.379,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fba1563ed46a85f36da,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,10.0,231.4,No,2025-05-07 12:19:06.448,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fbc1563ed46a85f36db,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,11.0,225.0,No,2025-05-07 12:19:08.491,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fbe1563ed46a85f36dc,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,12.0,218.4,No,2025-05-07 12:19:10.531,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fc01563ed46a85f36dd,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,13.0,211.6,No,2025-05-07 12:19:12.598,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fc21563ed46a85f36de,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,14.0,205.1,No,2025-05-07 12:19:14.650,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fc41563ed46a85f36df,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,15.0,198.8,No,2025-05-07 12:19:16.690,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fc61563ed46a85f36e0,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,16.0,192.9,No,2025-05-07 12:19:18.752,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fc81563ed46a85f36e1,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,17.0,186.4,No,2025-05-07 12:19:20.808,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fca1563ed46a85f36e2,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,18.0,179.6,No,2025-05-07 12:19:22.861,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fcc1563ed46a85f36e3,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,19.0,172.6,No,2025-05-07 12:19:24.931,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fce1563ed46a85f36e4,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,20.0,166.0,No,2025-05-07 12:19:26.971,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fd11563ed46a85f36e5,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,21.0,159.3,No,2025-05-07 12:19:29.032,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fd31563ed46a85f36e6,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,22.0,152.1,No,2025-05-07 12:19:31.082,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fd51563ed46a85f36e7,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,23.0,144.7,No,2025-05-07 12:19:33.139,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fd71563ed46a85f36e8,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,fondo,23.0,24.0,137.4,No,2025-05-07 12:19:35.190,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fd91563ed46a85f36e9,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,safety_stop,5.0,25.0,135.4,Sí,2025-05-07 12:19:37.244,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fdb1563ed46a85f36ea,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,safety_stop,5.0,26.0,133.1,Sí,2025-05-07 12:19:39.287,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fdd1563ed46a85f36eb,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,safety_stop,5.0,27.0,130.9,Sí,2025-05-07 12:19:41.331,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fdf1563ed46a85f36ec,SIM_146,22.3,Intermedio,Calmado,Trimix,12.0,fase,ascenso,0.0,28.0,129.1,No,2025-05-07 12:19:43.380,,,,,,,,,22.3,Intermedio,Calmado,Trimix,12.0,,,0.0,,129.1,,2025-05-07 12:19:45.432,28.0,No,No,Sí,Sí,No,Sí,Sí
681b4fe31563ed46a85f36ee,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,descenso,18.0,1.0,292.2,No,2025-05-07 12:19:47.475,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4fe51563ed46a85f36ef,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,descenso,31.0,2.0,280.6,No,2025-05-07 12:19:49.526,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4fe71563ed46a85f36f0,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,3.0,267.2,No,2025-05-07 12:19:51.575,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4fe91563ed46a85f36f1,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,4.0,254.7,No,2025-05-07 12:19:53.628,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4feb1563ed46a85f36f2,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,5.0,242.1,No,2025-05-07 12:19:55.694,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4fed1563ed46a85f36f3,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,6.0,229.4,No,2025-05-07 12:19:57.749,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4fef1563ed46a85f36f4,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,7.0,216.3,No,2025-05-07 12:19:59.798,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4ff11563ed46a85f36f5,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,8.0,204.3,No,2025-05-07 12:20:01.868,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4ff31563ed46a85f36f6,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,9.0,191.9,No,2025-05-07 12:20:03.916,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4ff51563ed46a85f36f7,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,10.0,179.0,No,2025-05-07 12:20:05.971,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4ff81563ed46a85f36f8,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,11.0,166.3,No,2025-05-07 12:20:08.023,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4ffa1563ed46a85f36f9,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,12.0,154.9,No,2025-05-07 12:20:10.076,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
681b4ffc1563ed46a85f36fa,SIM_147,15.4,Intermedio,Agitado,Aire,12.0,fase,fondo,31.0,13.0,142.5,No,2025-05-07 12:20:12.128,,,,,,,,,15.4,Intermedio,Agitado,Aire,12.0,,,0.0,,75.8,,2025-05-07 12:20:30.565,21.0,No,No,Sí,Sí,No,Sí,Sí
